15	-45	128366.53125
15.25	-45	127905.75
15.5	-45	127464.46875
15.75	-45	127044.296875
16	-45	126645.40625
16.25	-45	126267.445312
16.5	-45	125909.59375
16.75	-45	125570.875
17	-45	125250.234375
17.25	-45	124946.445312
17.5	-45	124658.335938
17.75	-45	124384.617188
18	-45	124124.039062
18.25	-45	123875.375
18.5	-45	123637.351562
18.75	-45	123408.8125
19	-45	123188.578125
19.25	-45	122975.53125
19.5	-45	122768.65625
19.75	-45	122566.921875
20	-45	122369.476562
20.25	-45	122175.4375
20.5	-45	121984.117188
20.75	-45	121794.835938
21	-45	121607.007812
21.25	-45	121420.21875
21.5	-45	121234.054688
21.75	-45	121048.265625
22	-45	120862.65625
22.25	-45	120677.101562
22.5	-45	120491.59375
22.75	-45	120306.140625
23	-45	120120.867188
23.25	-45	119935.90625
23.5	-45	119751.40625
23.75	-45	119567.59375
24	-45	119384.617188
24.25	-45	119202.71875
24.5	-45	119022.03125
24.75	-45	118842.679688
25	-45	118664.789062
25.25	-45	118488.335938
25.5	-45	118313.351562
25.75	-45	118139.71875
26	-45	117967.3125
26.25	-45	117795.90625
26.5	-45	117625.21875
26.75	-45	117454.96875
27	-45	117284.789062
27.25	-45	117114.34375
27.5	-45	116943.226562
27.75	-45	116771.046875
28	-45	116597.5
28.25	-45	116422.203125
28.5	-45	116244.96875
28.75	-45	116065.539062
29	-45	115883.773438
29.25	-45	115699.640625
29.5	-45	115513.140625
29.75	-45	115324.4375
30	-45	115133.695312
30.25	-45	114941.242188
30.5	-45	114747.429688
30.75	-45	114552.640625
31	-45	114357.4375
31.25	-45	114162.304688
31.5	-45	113967.804688
31.75	-45	113774.507812
32	-45	113582.9375
32.25	-45	113393.640625
32.5	-45	113207.101562
32.75	-45	113023.8125
33	-45	112844.09375
33.25	-45	112668.296875
33.5	-45	112496.695312
33.75	-45	112329.4375
34	-45	112166.671875
34.25	-45	112008.445312
34.5	-45	111854.703125
34.75	-45	111705.421875
35	-45	111560.453125
35.25	-45	111419.648438
35.5	-45	111282.804688
35.75	-45	111149.703125
36	-45	111020.09375
36.25	-45	110893.695312
36.5	-45	110770.257812
36.75	-45	110649.484375
37	-45	110531.117188
37.25	-45	110414.859375
37.5	-45	110300.414062
37.75	-45	110187.539062
38	-45	110075.9375
38.25	-45	109965.390625
38.5	-45	109855.625
38.75	-45	109746.40625
39	-45	109637.515625
39.25	-45	109528.773438
39.5	-45	109419.9375
39.75	-45	109310.859375
40	-45	109201.382812
40.25	-45	109091.351562
40.5	-45	108980.65625
40.75	-45	108869.15625
41	-45	108756.796875
41.25	-45	108643.484375
41.5	-45	108529.164062
41.75	-45	108413.78125
42	-45	108297.335938
42.25	-45	108179.789062
42.5	-45	108061.140625
42.75	-45	107941.40625
43	-45	107820.59375
43.25	-45	107698.742188
43.5	-45	107575.875
43.75	-45	107452.03125
44	-45	107327.265625
44.25	-45	107201.632812
44.5	-45	107075.15625
44.75	-45	106947.929688
45	-45	106819.992188
45.25	-45	106691.382812
45.5	-45	106562.195312
45.75	-45	106432.460938
46	-45	106302.25
46.25	-45	106171.617188
46.5	-45	106040.609375
46.75	-45	105909.28125
47	-45	105777.679688
47.25	-45	105645.859375
47.5	-45	105513.84375
47.75	-45	105381.695312
48	-45	105249.453125
48.25	-45	105117.117188
48.5	-45	104984.742188
48.75	-45	104852.375
49	-45	104720.007812
49.25	-45	104587.664062
49.5	-45	104455.375
49.75	-45	104323.132812
50	-45	104190.96875
50.25	-45	104058.875
50.5	-45	103926.84375
50.75	-45	103794.882812
51	-45	103662.976562
51.25	-45	103531.117188
51.5	-45	103399.28125
51.75	-45	103267.453125
52	-45	103135.59375
52.25	-45	103003.679688
52.5	-45	102871.671875
52.75	-45	102739.515625
53	-45	102607.179688
53.25	-45	102474.570312
53.5	-45	102341.65625
53.75	-45	102208.351562
54	-45	102074.570312
54.25	-45	101940.25
54.5	-45	101805.25
54.75	-45	101669.5
55	-45	101532.875
55.25	-45	101395.234375
55.5	-45	101256.445312
55.75	-45	101116.367188
56	-45	100974.820312
56.25	-45	100831.632812
56.5	-45	100686.617188
56.75	-45	100539.5625
57	-45	100390.226562
57.25	-45	100238.375
57.5	-45	100083.75
57.75	-45	99926.0625
58	-45	99765.0078125
58.25	-45	99600.234375
58.5	-45	99431.40625
58.75	-45	99258.125
59	-45	99079.984375
59.25	-45	98896.5234375
59.5	-45	98707.2734375
59.75	-45	98511.6953125
60	-45	98309.25
60.25	-45	98099.3125
60.5	-45	97881.2890625
60.75	-45	97654.46875
61	-45	97418.140625
61.25	-45	97171.5546875
61.5	-45	96913.9140625
61.75	-45	96644.4140625
62	-45	96362.2109375
62.25	-45	96066.453125
62.5	-45	95756.28125
62.75	-45	95430.875
63	-45	95089.390625
63.25	-45	94731.0859375
63.5	-45	94355.2421875
63.75	-45	93961.2578125
64	-45	93548.6015625
64.25	-45	100000
64.5	-45	100000
64.75	-45	100000
65	-45	100000
65.25	-45	100000
65.5	-45	100000
65.75	-45	100000
66	-45	100000
66.25	-45	100000
66.5	-45	100000
66.75	-45	100000
67	-45	100000
67.25	-45	100000
67.5	-45	100000
67.75	-45	100000
68	-45	100000
68.25	-45	99999.9921875
68.5	-45	100000
68.75	-45	100000
69	-45	100000
69.25	-45	100000
69.5	-45	100000
69.75	-45	100000
70	-45	100000
70.25	-45	100000
70.5	-45	100000.007812
70.75	-45	100000
71	-45	100000
71.25	-45	100000
71.5	-45	100000
71.75	-45	100000
72	-45	100000
72.25	-45	100000
72.5	-45	100000
72.75	-45	100000
73	-45	100000
73.25	-45	100000
73.5	-45	100000
73.75	-45	100000
74	-45	100000
74.25	-45	99999.9921875
74.5	-45	100000
74.75	-45	100000
75	-45	99999.9921875
75.25	-45	100000
75.5	-45	100000
75.75	-45	100000
76	-45	100000
76.25	-45	100000
76.5	-45	100000
76.75	-45	100000
77	-45	100000
77.25	-45	100000
77.5	-45	100000
77.75	-45	100000
78	-45	99999.9921875
78.25	-45	100000
78.5	-45	100000
78.75	-45	100000
79	-45	100000
79.25	-45	99999.9921875
79.5	-45	100000
79.75	-45	100000.007812
80	-45	100000
80.25	-45	100000
80.5	-45	100000
15	-44.75	127780.164062
15.25	-44.75	127325.226562
15.5	-44.75	126889.632812
15.75	-44.75	126474.960938
16	-44.75	126081.632812
16.25	-44.75	125709.273438
16.5	-44.75	125357.164062
16.75	-44.75	125024.320312
17	-44.75	124709.625
17.25	-44.75	124411.914062
17.5	-44.75	124129.890625
17.75	-44.75	123862.335938
18	-44.75	123607.921875
18.25	-44.75	123365.398438
18.5	-44.75	123133.492188
18.75	-44.75	122910.953125
19	-44.75	122696.617188
19.25	-44.75	122489.351562
19.5	-44.75	122288.085938
19.75	-44.75	122091.804688
20	-44.75	121899.554688
20.25	-44.75	121710.539062
20.5	-44.75	121523.945312
20.75	-44.75	121339.15625
21	-44.75	121155.59375
21.25	-44.75	120972.757812
21.5	-44.75	120790.3125
21.75	-44.75	120607.953125
22	-44.75	120425.554688
22.25	-44.75	120242.992188
22.5	-44.75	120060.242188
22.75	-44.75	119877.40625
23	-44.75	119694.5625
23.25	-44.75	119511.929688
23.5	-44.75	119329.695312
23.75	-44.75	119148.09375
24	-44.75	118967.359375
24.25	-44.75	118787.703125
24.5	-44.75	118609.320312
24.75	-44.75	118432.398438
25	-44.75	118257.03125
25.25	-44.75	118083.296875
25.5	-44.75	117911.140625
25.75	-44.75	117740.523438
26	-44.75	117571.25
26.25	-44.75	117403.140625
26.5	-44.75	117235.898438
26.75	-44.75	117069.164062
27	-44.75	116902.601562
27.25	-44.75	116735.757812
27.5	-44.75	116568.273438
27.75	-44.75	116399.710938
28	-44.75	116229.65625
28.25	-44.75	116057.796875
28.5	-44.75	115883.789062
28.75	-44.75	115707.429688
29	-44.75	115528.546875
29.25	-44.75	115347.085938
29.5	-44.75	115163.054688
29.75	-44.75	114976.554688
30	-44.75	114787.835938
30.25	-44.75	114597.171875
30.5	-44.75	114404.992188
30.75	-44.75	114211.734375
31	-44.75	114017.890625
31.25	-44.75	113824.085938
31.5	-44.75	113630.859375
31.75	-44.75	113438.851562
32	-44.75	113248.648438
32.25	-44.75	113060.789062
32.5	-44.75	112875.835938
32.75	-44.75	112694.21875
